video,filament_id,observations,max_consecutive_frames,first_frame,last_frame,lifetime_min,min_length_um,mean_length_um,max_length_um,length_std_um,length_range_um,mean_span_length_um,mean_arc_length_um,max_xy_slice_length_um,mean_linearity_r2,min_linearity_r2,mean_rod_fit_rmse_um,mean_rod_fit_diameter_um,mean_rod_fit_cv,start_dominant_plane,end_dominant_plane,plane_switch_count,start_angle_to_xy_deg,end_angle_to_xy_deg,start_angle_to_xz_deg,end_angle_to_xz_deg,rotation_angle_deg,total_rotation_deg,xy_to_xz_transition_score,length_change_rate_um_per_min,arc_trajectory_um,net_displacement_um,directionality,mean_speed_um_per_min,max_speed_um_per_min,speed_std_um_per_min,mean_z_plane_count,max_z_plane_count,z_spread_um,z_center_um,mean_intensity,sum_intensity,max_intensity,start_x_um,start_y_um,start_z_um,end_x_um,end_y_um,end_z_um
ch20_URA7_URA8_001_hyperstack_crop_30,1,18,18,32,49,255.0,1.1656102268116915,2.6982158560512284,4.1872574487816046,0.7849190709512084,3.0216472219699133,3.0534540131111703,5.356666103307266,13.807565374975562,0.6869942144104206,0.46496502286098756,0.49043828546959417,0.9808765709391883,0.1951987652064586,yz,xy,5,33.5830811843329,6.229186783226834,51.156671090504084,57.3408564578917,29.30566968175814,612.1978772115336,-23.7577752735588,0.00453569615288829,96.41998985953079,3.083220139744384,0.15619808507343472,0.07740849937988763,0.1925778935170287,0.04424719856119623,4.555555555555555,5,1.2,0.39560935990096735,178.38492499457465,397457.0,303.0,21.436666666666667,11.826666666666668,0.45000000000000007,19.366981132075473,14.10566037735849,0.280188679245283
ch20_URA7_URA8_001_hyperstack_crop_30,2,7,5,20,49,435.0,0.7999431660193501,3.4226941335957113,6.5439292095308605,2.616262707134682,5.74398604351151,4.012688751711404,5.387922586698676,8.845053694672279,0.7516689801015849,0.454255230541925,0.40007170855925545,0.8001434171185109,0.19296774996771943,xy,xy,2,3.9559557192491295,2.1271074209875036,46.61598403495269,59.16885428498728,73.90170105397206,148.71806881982275,-55.21289856573815,0.012090003798005074,37.71545810689073,2.4241747611651956,0.20142110456419168,0.06696988285192106,0.11615971047629087,0.04082000062510998,3.857142857142857,5,1.2,0.4163430773006563,159.8282012939453,62363.0,205.0,10.961538461538462,11.884615384615385,0.46153846153846156,12.281739130434783,13.917391304347827,0.42260869565217396
ch20_URA7_URA8_001_hyperstack_crop_32,1,43,35,5,49,660.0,0.7163353227321013,2.9920433074968216,5.511871912498004,1.1850569841470413,4.795536589765902,3.3945805518092333,8.264495831872898,24.60312648625933,0.6737964301137324,0.45400907022123055,0.570407334858919,1.140814669717838,0.20655060966250638,xy,yz,13,1.610541787530146,5.882670561763332,16.45240164678958,83.89819933110753,75.0794419115178,1265.314351608159,-82.28765754357738,-0.0017813947439748001,355.3733207705346,2.17895728253844,0.06043036262507697,0.05699561396310885,0.21393522043267202,0.04440196875834746,4.255813953488372,5,1.2,0.3721749026387769,166.52059262297874,946620.0,278.0,20.73939393939394,15.766666666666667,0.2515151515151516,18.750731707317073,16.602439024390243,0.5590243902439024
ch20_URA7_URA8_001_hyperstack_crop_33,4,11,6,18,46,420.0,0.7946293530595059,1.3774667356659214,3.320610327717822,0.6749700923653986,2.5259809746583164,1.4166964489071863,2.491715081745625,6.90587352669074,0.6417723664485272,0.46291098457249735,0.26831960885893485,0.5366392177178697,0.22375183258390602,xy,xy,2,1.8772919409265054,14.482479549369328,67.61237389904873,55.553285340696874,55.820655402001954,385.98756770964434,-53.67599339977037,-0.00046010039861531303,27.408865899201874,2.516707298237124,0.17734684134480996,0.055422869255710924,0.16434968075413928,0.04511328283995464,2.090909090909091,3,0.6,0.11165773015699286,145.4280145818537,31308.0,167.0,19.5,24.768749999999997,0.09375,18.380000000000003,27.02,0.2
ch20_URA7_URA8_001_hyperstack_crop_34,3,36,31,3,40,555.0,0.6535373831014631,1.5565384573149403,2.036773364816785,0.2962184449221614,1.383235981715322,1.7389302074672544,2.5090060275318673,4.770561592772227,0.5813009269066249,0.44420751007089276,0.3787315813736945,0.757463162747389,0.2452687220141246,xy,xy,11,0.0,15.490693464524742,26.051790670365662,47.82968673261737,76.83000077639986,1058.5150593764683,-47.82968673261737,-0.0010905336090532075,90.32421699114722,3.720526044739751,0.10914518997015198,0.05992033636088954,0.2138310818753058,0.03924854752554108,3.4722222222222223,5,1.2,0.2768172982618435,153.01386091444226,294102.0,253.0,20.863636363636363,17.89090909090909,0.0,17.26363636363636,16.98181818181818,0.23636363636363633
ch20_URA7_URA8_001_hyperstack_crop_34,4,16,8,3,49,690.0,0.6746192341692506,2.080038695186728,4.014764164030867,0.9173425738896659,3.340144929861616,2.521841546224156,5.4291620759260475,13.824565296315459,0.69727995575167,0.4671633278546782,0.3835792186206,0.7671584372412,0.20405392944720036,xy,xz,7,5.713867204646661,14.97287634774112,35.76224593260613,3.0746699429020277,39.5425642903515,484.03086831000854,2.6391972617446333,0.0003418081873475666,86.86659321481676,3.65179592897451,0.2030506995485863,0.048698430931999916,0.13211207277627088,0.03196155257687029,3.1875,5,1.2,0.24188330477219114,141.4190549850464,139044.0,191.0,21.207692307692312,25.615384615384617,0.11538461538461539,17.56595744680851,25.851063829787226,0.24893617021276596
ch20_URA7_URA8_001_hyperstack_crop_35,3,16,12,20,39,285.0,0.6572791621058666,2.1442675305336674,3.716249825765799,0.8224223363668833,3.0589706636599328,2.372969748131456,4.1835655926545945,9.339663706459723,0.7035759880295851,0.4770925355336517,0.3787402027449127,0.7574804054898254,0.18997631933945328,xy,xy,2,7.97136529189738,1.8083883175839794,61.370626777741464,68.00088385283213,11.291739296835782,449.721504316877,-60.029518560934754,0.0015563643541202828,66.93704948247351,5.750784712460879,0.21377344305210277,0.11238118286211453,0.30963938052349366,0.08663006818701433,3.6875,5,1.2,0.319275107253229,152.03229522705078,181412.0,227.0,19.213043478260865,16.539130434782606,0.3260869565217391,21.804000000000002,21.671999999999997,0.21599999999999997
ch20_URA7_URA8_001_hyperstack_crop_36,3,9,3,3,26,345.0,0.7378647873726216,1.1104539896615588,1.574226880012938,0.27389364288860785,0.8363620926403164,1.1755635480224311,1.789113454477685,2.622792206135785,0.5845164251304698,0.5270366622853985,0.2744995794419885,0.548999158883977,0.2522222571466283,yz,xy,1,18.434948822922085,15.084131022569803,71.56505117707793,26.79562422181806,59.338200739457825,285.692027473744,-8.360675398895975,0.00048693984227281517,16.102021090299164,4.687335303229115,0.4311568801278974,0.03750043902060575,0.11962128605546057,0.03324191469495323,2.4444444444444446,3,0.6,0.2129666146653029,144.8137936062283,29412.0,174.0,15.75,15.24,0.42000000000000004,19.32857142857143,18.25714285714286,0.17142857142857143
ch20_URA7_URA8_001_hyperstack_crop_36,4,39,26,2,46,660.0,0.6666666666666682,1.8168294859336116,4.179823398502276,0.8769213830195765,3.513156731835608,2.031980679406123,3.6603515228673698,11.135450055421224,0.6657857468502977,0.39175257731958996,0.35136213489694196,0.7027242697938839,0.2187246396328149,xy,yz,15,0.0990924977411765,12.894424939613307,58.102629972680134,73.6141753917876,43.70263103752685,1193.9420972408777,-73.51508289404642,-0.0027798235060785548,142.7537093918274,3.049658450821441,0.125503656551715,0.038399576040333096,0.09026066809244229,0.020404042480397046,3.1538461538461537,4,0.8999999999999999,0.22864871690402794,140.16088280310998,252682.0,180.0,17.65,22.125000000000004,0.14166666666666666,17.866666666666667,25.166666666666664,0.09999999999999999
ch20_URA7_URA8_001_hyperstack_crop_37,3,29,24,17,49,480.0,0.6666666666666643,1.490315906905027,2.6428804755470106,0.4380487790782466,1.9762138088803463,1.6220637151388413,2.617406661516126,6.286503384903867,0.6011094144279212,0.40418521448804506,0.34450489378786503,0.6890097875757301,0.24239387049555597,xy,xy,8,1.3946323951209754,21.377610869633912,9.032376317226708,58.96917636480114,59.78271657148246,932.7994261587368,-57.57454396968017,-0.0007023389536217376,75.90479318396766,1.8631042763030476,0.07291044548998996,0.05450013805478966,0.12388916012860131,0.029361662059364392,3.5172413793103448,5,1.2,0.3092501885412341,135.81190648572198,165533.0,169.0,22.044230769230772,19.47692307692308,0.1961538461538461,22.575,17.7,0.375
ch20_URA7_URA8_001_hyperstack_crop_40,4,11,6,2,42,600.0,0.6535373831014633,1.0025139862473216,3.4821647254344845,0.7949380191562659,2.8286273423330215,0.9941586849569313,1.7522023776768365,6.572575835921365,0.6562889466713414,0.42216358839049867,0.22190057085149428,0.44380114170298857,0.24703017361337823,xy,xy,4,2.8101589238740305,6.316343080894232,10.194339334708289,69.41704472719682,80.9589080457849,387.3465715560724,-66.6068858033228,-0.00041430299706869623,19.274226154445202,3.0944840038365076,0.22332575981160602,0.04721452748897766,0.12994686710961909,0.0357157364811608,1.8181818181818181,2,0.3,0.06635330578512395,139.7261824174361,17768.0,157.0,19.575,26.25,0.0375,19.740000000000002,23.159999999999997,0.06
ch20_URA7_URA8_001_hyperstack_crop_41,4,34,34,2,35,495.0,1.4405318350653418,2.2550052431812295,3.6873537351976466,0.6420139182892723,2.246821900132305,2.534351620115447,4.232122872043597,10.132413936117441,0.6544657183716902,0.5435612528138405,0.4472744226756237,0.8945488453512473,0.20469495582836542,xy,xy,4,13.153156694255156,5.1289071332842235,32.10335751986398,9.453017593754547,42.72485561107617,1011.8933776054267,3.700139100500609,-0.00021763753505763854,143.89217764948228,0.987192174150069,0.05225265631824653,0.03816700939372491,0.07548321032304729,0.01634868175098937,3.7058823529411766,5,1.2,0.2745247883904774,141.58875005385454,343294.0,176.0,19.827272727272728,26.11704545454546,0.28295454545454546,19.482608695652175,27.039130434782606,0.208695652173913
ch20_URA7_URA8_001_hyperstack_crop_42,1,15,15,35,49,210.0,1.0351450961503705,2.2118574573936374,2.7382535745347347,0.4559310331172577,1.7031084783843642,2.506298587280668,4.372183656799633,9.052709378639447,0.6323929139705218,0.5266149934197407,0.46808514912310956,0.9361702982462191,0.21497820846700064,xy,xy,8,2.9028844090793906,10.010255055276449,35.87578157137282,31.314235959802712,68.711270243099,415.017823069271,-28.41135155072332,0.0042786627334674915,65.5827548519945,1.8981207676163385,0.19605302044027137,0.04610319342025256,0.08356596873085032,0.019828033613019498,4.533333333333333,5,1.2,0.4192237605417317,149.7288787841797,237257.0,206.0,23.935714285714283,21.47142857142858,0.08571428571428572,24.900000000000002,19.86455696202531,0.38734177215189863
ch20_URA7_URA8_001_hyperstack_crop_43,2,12,7,4,49,675.0,1.3664277009887213,2.326616853142346,3.540214427149784,0.6132341070628368,2.1737867261610626,2.6635730089926146,4.8388204943230155,17.452877266183254,0.62133687721243,0.45696986483201407,0.5005513224400092,1.0011026448800184,0.22746338382431874,xy,xy,4,9.609759435217562,17.25677539722483,41.375453077439836,28.231077842156697,14.276111632027167,222.98621256368338,-18.621318406939135,4.072064029272766e-05,58.06584593187619,4.284266527328406,0.29827815981668376,0.07493049345209424,0.22570923094766915,0.06508671184559547,4.833333333333333,5,1.2,0.43119534805374365,153.10894902547201,226662.0,225.0,19.797744360902254,12.552631578947368,0.3789473684210527,16.324719101123595,15.060674157303373,0.43146067415730344
ch20_URA7_URA8_001_hyperstack_crop_44,4,7,7,39,45,90.0,1.147047614635907,1.645823057318759,2.0567467111792013,0.25199227646593725,0.9096990965432943,1.8668410145886831,3.291695468580935,8.239229018422325,0.5263841466684255,0.48745252693932145,0.44366896231049385,0.8873379246209877,0.27030312509487564,xy,xy,4,10.106639410822282,25.05786935802392,10.812022190460304,50.834916815685546,67.5640232870722,177.24792814107664,-40.72827740486326,0.0033509284497710338,23.041868280066545,1.4410861253441942,0.30743012437201667,0.05208360141052399,0.08658851229862127,0.026478726670420775,4.285714285714286,5,1.2,0.3964968330924937,172.66643633161272,85613.0,262.0,17.072413793103443,25.493103448275864,0.3586206896551723,17.621739130434783,24.166304347826088,0.47934782608695664
ch20_URA7_URA8_001_hyperstack_crop_45,1,12,11,6,40,510.0,1.7976092277835034,2.607987279242483,3.870506057848036,0.6444051007877433,2.0728968300645327,2.967624468962571,5.110977973031536,16.32844004277323,0.6911610331814445,0.5366052070190491,0.48512987644099176,0.9702597528819835,0.19355580933523234,xz,xz,2,8.219831060156343,17.101001529052112,7.1446342557804146,5.297360737380967,9.030125417695116,477.920136339851,2.922470322775376,0.0002424128162810995,61.331735676378436,1.4514611000871571,0.11839335365630076,0.07217769851367223,0.21133396675292512,0.060578818281801776,4.25,5,1.2,0.4015559817419327,156.7758026123047,252176.0,214.0,17.63606557377049,17.09016393442623,0.2262295081967213,19.025714285714283,17.457142857142856,0.42857142857142855
ch20_URA7_URA8_001_hyperstack_crop_46,3,11,7,9,42,495.0,0.8134565322404086,1.6769668915072535,3.5602063486314486,0.7810947436236914,2.74674981639104,1.7495395725348468,2.723070901106753,7.403941975658985,0.6612457647485614,0.4380003581806744,0.3184805903910762,0.6369611807821524,0.2197005684149172,xy,xz,5,0.9670069657312214,5.459938932638691,86.94074723974835,4.593147297119174,82.4259002964629,453.5118994564359,-3.6261403313879526,0.002497876994793929,29.953779912174284,1.0614535351424632,0.08375318738460862,0.04489169186522247,0.10870383798970021,0.02984212948797705,2.909090909090909,5,1.2,0.22475265153176355,139.93845575506037,60353.0,175.0,20.823529411764707,14.258823529411764,0.14117647058823526,21.3375,15.187499999999998,0.15
ch20_URA7_URA8_002_hyperstack_crop_02,2,20,11,16,48,480.0,0.7367914907250177,2.4596818865448435,3.6892188290815437,0.8093075708158366,2.952427338356526,2.764809633797383,6.087797582436386,15.270762590740398,0.6954855667911697,0.4838491912840104,0.4359334616419826,0.8718669232839652,0.19045539448865692,xy,xz,7,6.219397266164308,26.623368718848987,56.82539050627916,11.96075251220279,70.03083745780825,379.7061321734656,-5.741355246038482,0.0025515712200467567,121.75595164872773,1.5990746434532612,0.09927070520819181,0.042959385630706254,0.09797921335671157,0.023047725225936122,4.4,5,1.2,0.4955463294924435,156.56221694946288,298250.0,212.0,25.11818181818182,1.8545454545454547,0.13636363636363635,23.666666666666668,2.4750000000000005,0.3916666666666667
ch20_URA7_URA8_002_hyperstack_crop_02,5,3,3,41,43,30.0,0.6559297999321461,1.3465585384028904,1.9004974169692643,0.5172041677422112,1.2445676170371183,1.4424226932121877,2.288608519658389,4.330193520063051,0.5975525511806766,0.5599999999999996,0.3172822294763835,0.634564458952767,0.2512798025951479,yz,xy,1,29.97466617973785,8.984876931685672,45.26958183610526,69.56068242674169,26.03262685970443,168.54061287809412,-39.58601624700384,-0.027577286612503825,6.8658255589751676,0.2208075668416159,0.9243026143532567,0.007963033008625537,0.013731689075673544,0.0057686560670480065,3.3333333333333335,4,0.8999999999999999,0.21204633204633203,151.89100138346353,15220.0,184.0,20.82162162162162,3.0000000000000004,0.26756756756756755,20.82857142857143,2.8285714285714283,0.12857142857142856
ch20_URA7_URA8_002_hyperstack_crop_03,2,6,6,3,8,75.0,1.4225065092947276,2.3402494895621886,3.3941250870910187,0.6370700086122429,1.9716185777962911,2.6520808128637894,4.164235052004695,8.457560343374361,0.7275957902918803,0.6414685028198975,0.38749471620417375,0.7749894324083475,0.17501606683251017,xy,xy,0,18.47754772818056,4.904113391505332,32.87365078676538,39.54645135541572,14.363485502323021,109.08552313568191,-21.06890362723516,-0.009540393180439246,24.985410312028172,3.242253111273666,0.499982265702584,0.08646314969372215,0.13632760286072124,0.03844571747762688,4.0,5,1.2,0.32711652063709823,157.80089823404947,78108.0,222.0,20.771428571428572,2.4642857142857144,0.33928571428571425,20.690624999999997,5.699999999999999,0.15
ch20_URA7_URA8_002_hyperstack_crop_04,5,48,48,2,49,705.0,1.3173590297488833,2.4663857258555795,3.2341995688771203,0.37684790368025706,1.916840539128237,2.882265821398795,5.6476305467704435,16.606126517687585,0.6419256170416036,0.45971627723320807,0.5155761689153738,1.0311523378307477,0.2119116744357302,yz,xy,23,5.794731581262006,2.854313371222087,83.8369724457486,4.9982407191856835,86.82765358776572,1238.8446783782722,0.7964908620763227,-0.0008991601633312515,271.0862662449813,1.412208971216437,0.05629110595667459,0.035585253806299885,0.0987880165922074,0.018449817872921395,4.145833333333333,5,1.2,0.3085617714928819,147.7391799290975,761759.0,208.0,18.10473372781065,20.820710059171596,0.3994082840236686,17.766101694915253,22.164406779661014,0.1271186440677966
ch20_URA7_URA8_002_hyperstack_crop_05,1,26,15,1,30,435.0,1.0570841115886438,2.3632711492154863,3.8700101426010725,0.7737626161222398,2.8129260310124287,2.689227734537142,4.652794360606048,13.179477217312005,0.679912645285147,0.5155480842770317,0.4411367563316134,0.8822735126632268,0.19458469759734764,xy,yz,9,6.8944094601511905,34.23212336205542,29.400710544099294,44.22683077544461,48.85914495266396,570.5328992355845,-37.33242131529342,0.0015793069361544087,120.97265337575725,2.9642245164843644,0.11035376274212183,0.06390705742129921,0.17668777646697797,0.04633822706429946,4.6923076923076925,5,1.2,0.5224691808184037,162.88248267540564,501644.0,265.0,18.5,10.516666666666667,0.1333333333333333,18.57857142857143,13.435714285714283,0.642857142857143
ch20_URA7_URA8_002_hyperstack_crop_05,2,14,14,17,30,195.0,1.0812234577401933,2.8255356702544434,4.972689789332635,0.7944432785211958,3.8914663315924414,3.1407819773991443,6.814640905520368,12.38510358149299,0.712031480357488,0.4764990137912797,0.47149263942341074,0.9429852788468215,0.18244509597011405,xy,xy,2,1.734897817185796,2.1403656163563443,25.00463752475266,82.75667477903839,58.179170905884675,252.92129442379095,-81.0217769618526,-0.011880953282739342,95.40497267728514,5.706006106379951,0.4987487574347769,0.05866996025575877,0.2730140619172122,0.07030827994593673,4.142857142857143,5,1.2,0.35257116383724035,161.98029436383928,249315.0,249.0,21.899999999999995,15.4,0.19999999999999998,26.826804123711337,12.522680412371134,0.27835051546391754
ch20_URA7_URA8_002_hyperstack_crop_05,6,22,14,27,49,330.0,0.7346560672221769,2.6730097287480956,4.662452100382335,1.140258345566728,3.9277960331601585,2.8565170505014166,6.023353211984176,14.859040452927706,0.682757327101594,0.3960116147479422,0.4740039041136409,0.9480078082272818,0.19894720805479282,xz,xy,12,6.499213772659183,10.074594002480698,4.417589085196408,44.43318310465015,49.332641153555606,764.4539569115004,-37.933969331990966,0.005790638535292622,132.51377066365188,1.9619930073522778,0.08054197976655804,0.07456697536029848,0.2942418422302881,0.05988273721788054,4.0,5,1.2,0.33782450786941065,148.95093189586294,337819.0,210.0,21.518181818181816,19.840909090909093,0.09545454545454546,20.84645669291339,18.018897637795277,0.37559055118110235
ch20_URA7_URA8_002_hyperstack_crop_06,1,8,7,1,10,135.0,2.179942810985843,4.039457699545174,5.2137052757473965,0.9260390363739489,3.0337624647615535,4.53946869484097,11.146772152185939,22.437271671646098,0.8704278323792249,0.8280034409436182,0.42920611495761996,0.8584122299152399,0.10880079333434409,xy,xy,2,5.585826485683316,2.3607508892507325,8.574509991642957,7.113740148369421,8.085820431879654,165.12906567254996,-1.527913662686105,0.016858790587148488,89.17417721748751,2.0117741356323977,0.24166761530496628,0.05586578780052453,0.08195474113202421,0.020574533601702694,3.875,4,0.8999999999999999,0.32037674801464977,169.42203330993652,211723.0,234.0,23.737499999999997,9.88125,0.3375,24.058378378378375,11.867027027027024,0.3064864864864865
ch20_URA7_URA8_002_hyperstack_crop_06,6,5,3,0,29,435.0,0.9671359140111697,1.5332207397823436,2.743268755299099,0.620367368591757,1.7761328412879291,1.6545089949625176,3.2700562727039175,7.042535432267073,0.6319702173478582,0.5173371260736372,0.32657227542918765,0.6531445508583753,0.22412992460575895,yz,xy,1,35.29550345361079,3.6479140528388703,37.9085840887256,72.2399128895252,62.50936929212078,197.18908346390765,-36.94440943591441,0.0007489474464617752,16.35028136351959,5.183354933568308,0.6365176632437286,0.04163664401968461,0.08768060123598312,0.028395532124714264,2.4,3,0.6,0.3036033768346048,156.0203430175781,30045.0,186.0,17.650000000000002,25.799999999999997,0.7999999999999998,18.825,20.79642857142857,0.12857142857142853
ch20_URA7_URA8_002_hyperstack_crop_09,1,8,4,8,27,285.0,0.7357825208557942,0.9930468995686106,1.6933142190356605,0.29845386337492275,0.9575316981798663,1.0616418288273666,2.0913008594803357,4.462160041226035,0.5436189286066728,0.4128013960577229,0.27816755561105183,0.5563351112221037,0.2888930125481546,xy,xy,4,23.212061008016896,3.29711270282838,50.153737189553844,32.81195677847035,30.42633855097492,398.50884662669705,-9.599895770453458,-0.0005024001645743848,16.730406875842686,2.7368078368076256,0.40306963640121996,0.03439109912088843,0.06067563775461813,0.015956165045393506,2.625,4,0.8999999999999999,0.2572478151888434,132.85945320129395,24165.0,155.0,19.457142857142856,8.1,0.12857142857142856,18.023076923076925,10.430769230769231,0.16153846153846155
